,context,word,POS
2514,В бассейне,миры,NOUN
2515,В бассейне,системы,NOUN
2516,В бассейне,силы,NOUN
2517,В бассейне,виды,NOUN
2518,В бассейне,водоросли,NOUN
2519,В бассейне,случаи,NOUN
2520,В бассейне,сказания,NOUN
2521,В бассейне,истории,NOUN
2522,В бассейне,различия,NOUN
2523,В бассейне,возможности,NOUN
2524,В бассейне,нишу,NOUN
2525,В бассейне,сказки,NOUN
2526,В бассейне,области,NOUN
2527,В бассейне,дни,NOUN
2528,В бассейне,обстоятельства,NOUN
2529,В бассейне,элементы,NOUN
2530,В бассейне,экземпляры,NOUN
2531,В бассейне,убеждения,NOUN
2532,В бассейне,профессии,NOUN
2533,В бассейне,офтальмолог,NOUN
2534,В бассейне,моменты,NOUN
2535,В бассейне,интересные,ADJ
2536,В бассейне,необычные,ADJ
2537,В бассейне,последней,ADJ
2538,В бассейне,особые,ADJ
2539,В бассейне,редкие,ADJ
2540,В бассейне,разные,ADJ
2541,В бассейне,люди,NOUN
2542,В бассейне,животные,NOUN
2543,В бассейне,вещества,NOUN
2544,В бассейне,персонажи,NOUN
2545,В бассейне,ежики,NOUN
2546,В бассейне,насекомые,NOUN
2547,В бассейне,народы,NOUN
2548,В бассейне,комары,NOUN
2549,В бассейне,особи,NOUN
2550,В бассейне,личности,NOUN
2551,В бассейне,разновидности,NOUN
2552,Ей никак не суметь,выйти,VERB
2553,Ей никак не суметь,выбраться,VERB
2554,Ей никак не суметь,познать,VERB
2555,Ей никак не суметь,открыть,VERB
2556,Ей никак не суметь,приехать,VERB
2557,Ей никак не суметь,заработать,VERB
2558,Ей никак не суметь,понять,VERB
2559,Ей никак не суметь,преодолеть,VERB
2560,Ей никак не суметь,угадать,VERB
2561,Ей никак не суметь,стать,VERB
2562,Ей никак не суметь,пройти,VERB
2563,Ей никак не суметь,запрыгнуть,VERB
2564,Ей никак не суметь,быть,VERB
2565,Ей никак не суметь,встать,VERB
2566,Ей никак не суметь,жить,VERB
2567,Ей никак не суметь,избежать,VERB
2568,Ей никак не суметь,сшить,VERB
2569,Ей никак не суметь,достать,VERB
2570,Ей никак не суметь,постичь,VERB
2571,Ей никак не суметь,написать,VERB
2572,Ей никак не суметь,попасть,VERB
2573,Ей никак не суметь,перепрыгнуть,VERB
2574,Ей никак не суметь,найти,VERB
2575,Ей никак не суметь,привыкнуть,VERB
2576,Ей никак не суметь,уложиться,VERB
2577,Ей никак не суметь,предостеречь,VERB
2578,Ей никак не суметь,выучить,VERB
2579,Ей никак не суметь,убедить,VERB
2580,Ей никак не суметь,победить,VERB
2581,Ей никак не суметь,прыгнуть,VERB
2582,Ей никак не суметь,отгадать,VERB
2583,Ей никак не суметь,покинуть,VERB
2584,Ей никак не суметь,решить,VERB
2585,Ей никак не суметь,переплыть,VERB
2586,Ей никак не суметь,определиться,VERB
2587,Ей никак не суметь,узнать,VERB
2588,Ей никак не суметь,научиться,VERB
2589,Ей никак не суметь,залезть,VERB
2590,Ей никак не суметь,вовремя,ADV
2591,Ей никак не суметь,правильно,ADJ
2592,Ей никак не суметь,нас,PRON
2593,Ей никак не суметь,это,PRON
2594,Ей никак не суметь,снова,ADV
2595,Ей никак не суметь,этого,PRON
2596,Ей никак не суметь,его,PRON
2597,Ей никак не суметь,с,ADP
2598,Ей никак не суметь,от,ADP
2599,Ей никак не суметь,выполнить,VERB
2600,Ей никак не суметь,справиться,VERB
2601,Ей никак не суметь,получить,VERB
2602,Ей никак не суметь,оплатить,VERB
2603,Ей никак не суметь,добиться,VERB
2604,Ей никак не суметь,сделать,VERB
2605,Ей никак не суметь,отыскать,VERB
2606,Ей никак не суметь,догнать,VERB
2607,Ей никак не суметь,выиграть,VERB
2608,Когда она в самолёте,летит,VERB
2609,Когда она в самолёте,смотрела,VERB
2610,Когда она в самолёте,читала,VERB
2611,Когда она в самолёте,думает,VERB
2612,Когда она в самолёте,узнала,VERB
2613,Когда она в самолёте,зашла,VERB
2614,Когда она в самолёте,села,NOUN
2615,Когда она в самолёте,красит,VERB
2616,Когда она в самолёте,сидела,VERB
2617,Когда она в самолёте,увидела,VERB
2618,Когда она в самолёте,захотела,VERB
2619,Когда она в самолёте,уронила,VERB
2620,Когда она в самолёте,сказала,VERB
2621,Когда она в самолёте,посмотрела,VERB
2622,Когда она в самолёте,спит,VERB
2623,Когда она в самолёте,попросила,VERB
2624,Когда она в самолёте,кричала,VERB
2625,Когда она в самолёте,уснула,VERB
2626,Когда она в самолёте,взяла,VERB
2627,Когда она в самолёте,сидит,VERB
2628,Когда она в самолёте,смотрит,VERB
2629,Когда она в самолёте,дремлет,VERB
2630,Когда она в самолёте,достала,VERB
2631,Когда она в самолёте,читает,VERB
2632,Когда она в самолёте,заснула,VERB
2633,Когда она в самолёте,спала,VERB
2634,Когда она в самолёте,начинает,VERB
2635,Когда она в самолёте,достает,VERB
2636,Когда она в самолёте,приносит,VERB
2637,Когда она в самолёте,закурила,VERB
2638,Когда она в самолёте,вспомнила,VERB
2639,Когда она в самолёте,стала,VERB
2640,Когда она в самолёте,держит,VERB
2641,Когда она в самолёте,закрыла,VERB
2642,Когда она в самолёте,ничего,PRON
2643,Когда она в самолёте,то,PRON
2644,Когда она в самолёте,над,ADP
2645,Когда она в самолёте,прямо,ADV
2646,Когда она в самолёте,ей,PRON
2647,Когда она в самолёте,все,PRON
2648,Когда она в самолёте,с,ADP
2649,Когда она в самолёте,приговор,NOUN
2650,Когда она в самолёте,я,PRON
2651,Когда она в самолёте,она,PRON
2652,Когда она в самолёте,одна,NUM
2653,Когда она в самолёте,ее,PRON
2654,Когда она в самолёте,не,PART
2655,Когда она в самолёте,у,ADP
2656,Когда она в самолёте,пассажиры,NOUN
2657,Когда она в самолёте,уселась,VERB
2658,Когда она в самолёте,летела,VERB
